shopping,plataforma,tipo_post,data,caption,likes,comentarios,salvos,compartilhamentos,alcance,impressoes,engajamento
BS,Instagram,Carrossel,2026-04-21,"🍽️✨ Feriado pede boas escolhas e bons sabores.

Se a ideia é aproveitar o dia com calma, o Balneário Shopping reúne opções gastronômicas para todos os momentos: do almoço especial à pausa para o café ",25,0,3,6,4569,0,34
BS,Instagram,Carrossel,2026-04-20,"✨ Amanhã, feriado, o Balneário Shopping funciona normalmente.

Uma ótima oportunidade para aproveitar o dia com mais calma, seja para um almoço especial, um café, compras ou um programa completo por a",50,9,0,9,4299,0,68
BS,Instagram,Carrossel,2026-04-19,"✨ Beauty News no Balneário Shopping

As novidades e tendências de beleza já chegaram por aqui.
Me Linda, Granado, Paris, Sephora e L’Occitane esperando por você.

👉 Descubra seus novos favoritos.

#Be",30,2,2,5,2316,0,39
BS,Instagram,Carrossel,2026-04-19,"🧱 Criatividade em cada detalhe.

A exposição Legueiros segue encantando visitantes com construções impressionantes e muita imaginação.

👉 Venha conferir de perto.

#Legueiros #ExposicaoBS #BalnearioSh",93,3,3,35,4291,0,134
BS,Instagram,Imagem,2026-04-19,"📱🔥 Última chamada

Essa é a hora de cadastrar suas compras e garantir suas chances.

👉 Corre para o app AJFans e participe.

#UltimaChamada #AJFans #BalnearioShopping",15,11,0,1,1977,0,27
BS,Instagram,Carrossel,2026-04-18,"🧱✨ A exposição Legueiros já começou.

O maior encontro de colecionadores de LEGO do sul do país já está no Balneário Shopping.

Uma experiência que encanta crianças e adultos.

📍 Piso L2, em frente à ",153,9,3,131,6016,0,296
BS,Instagram,Imagem,2026-04-18,"⏰ Últimos dias

Cadastre suas notas e não fique de fora da chance de ganhar um iPhone 17.

👉 Participe pelo app AJFans.

#UltimaChance #PromocaoBS #BalnearioShopping",10,3,0,1,1330,0,14
BS,Instagram,Carrossel,2026-04-17,"🎉 Diversão garantida para os pequenos.

WOW Park, Orion Verso, GNC Cinemas e a exposição Legueiros transformam o Balneário Shopping em um roteiro completo para curtir em família.

👉 Qual vai ser a pri",64,0,3,21,4827,0,88
BS,Instagram,Imagem,2026-04-17,"🚨 Reta final

Os últimos dias da promoção chegaram e suas compras ainda podem virar um iPhone 17.

👉 Cadastre agora no app AJFans.

#RetaFinal #UltimosDias #BalnearioShopping",9,0,0,1,1842,0,10
BS,Instagram,Carrossel,2026-04-17,"✨ Seu final de semana começa no Balneário Shopping.

Shows, exposições, cinema, gastronomia e experiências para aproveitar do começo ao fim do dia.

Da Banda Extraordinários à exposição Legueiros, pas",109,1,5,31,7891,0,146
BS,Instagram,Imagem,2026-04-17,"📚✨ No Dia Nacional do Livro Infantil, um encontro especial no Balneário Shopping.

Neste sábado, às 11h, acontece o lançamento do livro infantil escrito por @carolfranzoicosta, que apresenta uma traje",54,11,0,11,4551,0,76
BS,Instagram,Imagem,2026-04-16,"📲 Baixe o app AJFans e concorra

Suas compras podem valer um iPhone 17.

👉 Cadastre suas notas e participe.

#AJFans #iPhone17 #BalnearioShopping",8,0,0,1,1023,0,9
BS,Instagram,Imagem,2026-04-15,"🛍️✨ Compre e concorra

Cadastre suas notas fiscais no app AJFans e transforme suas compras em chances de ganhar um iPhone 17.

👉 Participe.

#ComprouConcorreu #PromocaoBS #BalnearioShopping",11,0,0,1,1275,0,12
BS,Instagram,Carrossel,2026-04-15,"🧱✨ Vem aí: Legueiros no Balneário Shopping

A partir de 18 de abril, o shopping recebe o maior encontro de colecionadores de LEGO do sul do país — uma exposição que reúne criatividade, técnica e verda",233,13,28,424,7449,0,698
BS,Instagram,Carrossel,2026-04-15,"✨ New in: Swarovski & Ariana Grande

Uma coleção que traduz brilho, leveza e personalidade em peças inspiradas na magia da natureza.

📍 Piso L1

📲 Cadastre suas compras no app AJFans e concorra a um i",47,1,1,14,1915,0,63
BS,Instagram,Imagem,2026-04-14,"⏰ Ainda não participou?

Os últimos dias da promoção estão passando e essa pode ser a sua chance de levar um iPhone 17.

📲 Baixe o app AJFans e participe.

#UltimosDias #AJFans #BalnearioShopping",14,0,1,1,1872,0,16
BS,Instagram,Carrossel,2026-04-14,"🍂✨ O outono chegou ao Balneário Shopping

Novas coleções de Luiza Barcelos, Animale, Le Lis, Osklen, Anselmi e Boss já estão por aqui.

👉 Atualize seu guarda-roupa para a estação.

📲 Cadastre suas com",22,0,1,0,1299,0,23
BS,Instagram,Carrossel,2026-04-14,"✨ A nova Shoulder já está aberta

Um espaço renovado, com ainda mais inspiração, estilo e identidade.

📍 Piso L2

📲 Cadastre suas notas no app AJFans e concorra a um iPhone 17 Black.

#Shoulder #Reabe",50,3,3,4,1946,0,60
BS,Instagram,Imagem,2026-04-13,"✨ Essa é a sua chance

Ainda dá tempo de cadastrar suas compras e concorrer ao iPhone 17.

👉 Não deixe para depois.

#SuaChance #PromocaoBS #BalnearioShopping",6,0,0,0,1105,0,6
BS,Instagram,Carrossel,2026-04-13,"✨ O Balneário Shopping não para de se renovar

Yogoberry, Pollo Pollo, Los Mariachis, Las Leñas, Tok&Stok, Orion Verso e Louen já são novidades por aqui.

Passe pelo Balneário Shopping e descubra.

📲 ",255,8,4,86,8912,0,353
BS,Instagram,Carrossel,2026-04-13,"🍣 Seu almoço pede um UNI 

O Unizushi reúne frescor, sabor e combinações que fazem da pausa do dia um momento especial.

📍 Piso L1
👉 Passe pelo Balneário Shopping e aproveite seu almoço.

📲 E aproveit",57,4,6,12,2398,0,79
BS,Instagram,Imagem,2026-04-12,"⏳ Ainda dá tempo de participar

A cada compra no Balneário Shopping, suas chances aumentam.

👉 Cadastre suas notas no app AJFans e participe agora.

#AindaDaTempo #AJFans #BalnearioShopping",6,0,1,1,1505,0,8
BS,Instagram,Carrossel,2026-04-12,"✨ New in: Arezzo + Sarah Jessica Parker

Uma coleção icônica, com design marcante, feminilidade e atitude em cada detalhe.

📍 Piso L1

📲 Cadastre suas compras no app AJFans e concorra a um iPhone 17 B",59,0,3,6,3434,0,68
BS,Instagram,Carrossel,2026-04-12,"🍽️✨ Almoço de domingo no Balneário Shopping

Opções para todos os gostos. Escolha o seu restaurante favorito e aproveite.

📲 Cadastre suas notas no app AJFans e concorra a um iPhone 17 Black.

#OndeAl",20,0,0,2,1392,0,22
BS,Instagram,Imagem,2026-04-11,"📱✨ Concorra a um iPhone 17

A cada R$100 em compras, você garante um número da sorte para participar.

👉 Cadastre suas notas no app AJFans e aumente suas chances.

#PromocaoBS #iPhone17 #BalnearioShop",17,1,3,4,1895,0,25
BS,Instagram,Carrossel,2026-04-11,"✨ New in: Latin Soul | PatBO

Uma coleção que traduz movimento, intensidade e sofisticação em cada detalhe.
Texturas, formas e acabamentos que elevam o vestir com personalidade.

📍 Piso L2

👉 Descubra",24,0,0,1,1917,0,25
BS,Instagram,Carrossel,2026-04-11,"✨ Um dia inteiro no Balneário Shopping

Café da manhã, almoço, jantar, cinema, compras e experiências, tudo em um só lugar.

👉 Programe sua visita e aproveite.

📲 Cadastre suas compras no app AJFans e",30,1,1,8,3720,0,40
BS,Instagram,Carrossel,2026-04-10,"✨ Reserva no Balneário Shopping

A marca chega com um novo espaço e toda a sua identidade: estilo, autenticidade e atitude em cada peça.

📍 Piso L1 - Passe pelo shopping e descubra a nova loja.

📲 Cad",31,0,1,3,2138,0,35
BS,Instagram,Reel,2026-04-10,"✨ A nova Shoulder já está aberta

Um espaço icônico, pensado nos mínimos detalhes para traduzir o estilo da marca com ainda mais presença e sofisticação.

📍 Piso L2

📲 Cadastre suas compras no app AJF",146,3,5,21,3350,0,175
BS,Instagram,Carrossel,2026-04-10,"✨ Tem muita novidade chegando.

Novas lojas, ativações e experiências que prometem transformar ainda mais o Balneário Shopping e que vocês já estão esperando.

👉 Fique de olho, vem muita coisa boa por",924,53,11,303,15006,0,1291
BS,Instagram,Carrossel,2026-04-09,"📱✨ Concorrer a um iPhone 17 nunca foi tão simples.

1️⃣ Baixe o app AJFans
2️⃣ Cadastre suas notas fiscais
3️⃣ Troque seus pontos por números da sorte
4️⃣ E pronto: é só torcer

👉 Quanto mais você com",36,0,4,5,3264,0,45
BS,Instagram,Carrossel,2026-04-09,"🎬🍿 Vem aí! Um dos títulos mais aguardados chega ao GNC Cinemas

A pré-venda de O Diabo Veste Prada 2 começa HOJE, dia 9 de abril, com estreia em 30/04 👠

Garanta seu ingresso e não fique de fora!

#DV",779,24,28,489,10770,0,1320
BS,Instagram,Carrossel,2026-04-09,"✨ Zapälla no Balneário Shopping

A nova marca de moda masculina do Grupo Mixed chega ao shopping trazendo tradição, sofisticação e um olhar contemporâneo para o vestir.

Peças pensadas para o homem mo",126,11,5,25,5904,0,167
BS,Instagram,Carrossel,2026-04-08,"🍿✨ 2026 promete grandes estreias no cinema e essa é só uma prévia do que vem por aí.

Dos blockbusters aos favoritos do público, a lista já está pronta para lotar as salas.

👉 E aí, qual desses você e",357,6,26,150,6735,0,539
BS,Instagram,Carrossel,2026-04-08,"💙 Abril, mês de conscientização do autismo.

No dia 09 de abril, o Balneário Shopping recebe a Sessão Azul no GNC Cinemas, uma sessão adaptada para pessoas com Transtorno do Espectro Autista (TEA).

🎬",121,7,7,95,6071,0,230
BS,Instagram,Carrossel,2026-04-07,"🚀 Uma nova dimensão de entretenimento chegou ao Balneário Shopping.

No Orion Verso, você vive experiências 9D que vão muito além da realidade: sensações como vento, movimento, impacto e adrenalina em",241,53,29,158,8478,0,481
BS,Instagram,Carrossel,2026-04-05,"A Páscoa nos convida a renovar sentimentos, fortalecer laços e valorizar o que realmente importa: estar presente.

Que este momento seja de união, esperança e novos começos, ao lado de quem faz a vida",50,0,0,4,4626,0,54
BS,Instagram,Carrossel,2026-04-04,"✨ Tania Bulhões no Balneário Shopping

A nova coleção Botânica celebra a beleza da natureza brasileira, com porcelanas inspiradas em bromélias e proteas, formas esculturais, traços delicados e detalhe",20,2,0,0,2038,0,22
BS,Instagram,Carrossel,2026-04-03,"✨ New in: Louen

Bolsas e calçados que traduzem o melhor do design brasileiro, com qualidade e personalidade.

📍 Piso L1

👉 Venha conhecer a nova marca do Balneário Shopping.

#NewInBS #Louen #Balnear",29,4,0,6,2077,0,39
BS,Instagram,Carrossel,2026-04-02,"Feriado de Páscoa chegando e por aqui seguimos prontos para lhes atender da melhor forma. 

Já reservou seu horário de almoço ou jantar para esse dia especial? 

O Balneário Shopping te espera com as ",78,11,8,26,8258,0,123
BS,Instagram,Carrossel,2026-04-02,"✨ Detoni no Balneário Shopping

Maquiagem com identidade, performance e as cores que traduzem as tendências do momento.
A Detoni traz produtos pensados para destacar sua beleza com personalidade.

📍 E",49,1,3,8,3063,0,61
BS,Instagram,Reel,2026-04-01,"ELAS 2026 ✦

Uma noite que atravessa, inspira e permanece.

Obrigada a todas que fizeram parte, foi histórico.

E agora a gente quer saber:
quem você quer ver no próximo ELAS? 👀",194,25,4,36,8034,0,259
BS,Instagram,Reel,2026-03-31,"SHE IS HERE

Susana Barbosa, uma das vozes mais influentes da moda e da cultura contemporânea, desembarca no ELAS 2026 ao lado de Clemilda Thomé, empresária e referência em inovação e liderança.

Duas",194,21,3,8,4135,0,226
BS,Instagram,Reel,2026-03-31,"Março se despede à altura de quem ele representa.

O ELAS 2026 chega para encerrar o mês da mulher com propósito, presença e conversas que importam em um encontro pensado para mulheres que constroem, ",86,5,1,16,3854,0,108
BS,Instagram,Reel,2026-03-31,"Spoiler do que vem por aí… 🪩💫

Os últimos detalhes, a montagem, os toques finais! 
Tudo sendo preparado para receber uma noite que vai muito além de um evento.

Hoje, o ELAS 2026 ganha vida por aqui.
",94,5,3,36,4880,0,138
BS,Instagram,Carrossel,2026-03-31,"Hoje o Balneário Shopping recebe mais uma edição do ELAS.

Entre as convidadas desta noite, duas mulheres que transformam seus mercados todos os dias: Susana Barbosa e Clemilda Thomé.

Uma noite exclu",74,9,0,8,3666,0,91
BS,Instagram,Carrossel,2026-03-30,"✨ Novidades no Balneário Shopping

Novas coleções e lançamentos que atualizam o seu estilo.

Cotton On, Lua Luá, Farm, Lacoste, Arezzo e D’Vie já estão com novidades no mall.

👉 Passe pelo shopping e ",143,0,6,17,6952,0,166
BS,Instagram,Carrossel,2026-03-30,"🐰✨ Páscoa na Camicado

Uma coleção pensada para transformar a casa em um cenário de afeto, onde cada detalhe convida a celebrar.

Peças que unem beleza, funcionalidade e tornam cada momento ainda mais",26,2,0,0,1982,0,28
BS,Instagram,Imagem,2026-03-29,"O sorteio do iPhone 17 Black já está rolando e dá pra participar em poucos minutos.

Só seguir:

1️⃣ Abra o app AJFans
2️⃣ Cadastre suas notas fiscais (válidas de 19/03 a 19/04)
3️⃣ Ganhe 1 ponto a ca",15,0,2,6,2511,0,23
BS,Instagram,Carrossel,2026-03-29,"🎁🐰 Páscoa para os pequenos

Na Superlegal, opções que vão além do chocolate: personagens, pelúcias e presentes que encantam.

📍 Piso L1

👉 Escolha o presente ideal para essa Páscoa.

#GiftGuide #Pasco",50,9,1,5,3648,0,65
BS,Instagram,Imagem,2026-03-28,"Tem compras que vêm com um bônus… e outras que podem virar um iPhone 17 Black. ✨

Se você passou pelo Balneário Shopping, já pode transformar suas compras em chances reais de ganhar.

Funciona assim:
",20,0,1,2,2811,0,23
BS,Instagram,Reel,2026-03-28,"Hoje foi dia de viver um pouquinho de magia ✨💖
O encontro com A Menina da Casa Mágica foi daqueles que deixam o coração quentinho... Cheio de sorrisos, encantamento e memórias lindas pra guardar 🫶🏻

E",141,6,4,46,4626,0,197
BS,Instagram,Carrossel,2026-03-28,"🍫✨ Wishlist de Páscoa

Os ovos que não podem faltar na sua lista, dos clássicos aos mais criativos.

👉 Escolha o seu no Balneário Shopping.

#WishlistPascoa #ChocolateLovers #BalnearioShopping",45,3,1,1,3041,0,50
BS,Instagram,Carrossel,2026-03-28,"ESTÁ CHEGANDO A HORA! 💜🩵

Um encontro cheio de carinho, diversão e fotos para guardar na memória.

📲 Inscrição pelo app AJFans.

#CasaMagica #EventosInfantis #BalnearioShopping",38,2,0,21,2847,0,61
BS,Instagram,Imagem,2026-03-27,"Sim, você leu certo. 👀
O Balneário Shopping vai sortear um iPhone 17 Black e participar é mais fácil do que parece.

Olha só:

1️⃣ Baixe ou abra o app AJFans
2️⃣ Cadastre suas notas fiscais de compras",69,8,7,15,5798,0,99
BS,Instagram,Carrossel,2026-03-27,"🍪🐰 Páscoa com Biscoitê

Sabores que encantam e apresentações que transformam cada detalhe em presente.
A coleção de Páscoa da Biscoitê já está disponível, perfeita para surpreender com afeto e sofisti",62,4,0,10,2971,0,76
BS,Instagram,Carrossel,2026-03-27,"✨ Um programa perfeito para o fim de semana

Diversão, personagens e momentos especiais para curtir em família.

📲 Ainda dá tempo de fazer a sua inscrição para viver esse momento. 

#FinalDeSemana #Pr",25,1,0,7,4039,0,33
BS,Instagram,Carrossel,2026-03-26,"🐰🍫 Páscoa no Balneário Shopping

Uma curadoria especial com marcas e sabores que transformam a data em experiência.

Dos clássicos aos lançamentos mais desejados, escolha o seu.

👉 Passe pelo shopping",56,4,2,5,3023,0,67
BS,Instagram,Carrossel,2026-03-26,"✨ Um encontro especial te espera no Balneário Shopping

Prepare-se para viver momentos mágicos com personagens que encantam os pequenos.

📲 Garanta sua vaga pelo app AJFans.

#EventosBS #ProgramacaoKi",126,1,8,108,5570,0,243
BS,Instagram,Carrossel,2026-03-26,"🇧🇷✨ A nova amarelinha já chegou.

A camisa da Seleção assinada pela Nike é mais do que um uniforme, é símbolo, história e paixão dentro e fora de campo.

👉 Garanta a sua no Balneário Shopping e entre ",147,33,6,39,6696,0,225
BS,Instagram,Carrossel,2026-03-25,"Um final de semana que promete sair do comum 👀✨

No sábado, A Menina da Casa Mágica chega por aqui pra um encontro cheio de cor, imaginação e aquele universo que todo mundo ama.

E no domingo… prepare",158,18,20,252,9139,0,448
BS,Instagram,Reel,2026-03-25,"✨ A Tok&Stok está de volta ao Balneário Shopping

Um novo espaço, cheio de inspirações, design e soluções para transformar cada detalhe da sua casa.

👉 Passe pelo shopping e venha conferir de perto a ",471,23,10,137,9710,0,641
BS,Instagram,Carrossel,2026-03-24,"📱 Seu próximo iPhone pode estar mais perto do que você imagina.

Confira o passo a passo e participe do sorteio pelo App AJFans. Cada compra pode se transformar em uma nova chance de ganhar.

A cada 1",17,0,4,5,2504,0,26
BS,Instagram,Carrossel,2026-03-23,"🏃‍♀️✨ Movimento, energia e preparação.

No último domingo, o Balneário Shopping recebeu um treino especial para a GV Life Run, que acontece no dia 12 de abril.

A ação foi realizada em parceria com a ",226,15,3,46,7137,0,290
BS,Instagram,Carrossel,2026-03-23,"✨ Um dia para ficar na memória.

O musical Heroínas do KPop foi um verdadeiro sucesso, casa cheia, muita energia e um público que fez tudo ainda mais especial. 💜

📸 As fotos do meet&greet já estão dis",277,7,12,153,7783,0,449
BS,Instagram,Carrossel,2026-03-22,"⏰ É hoje!

As Heroínas do KPop chegam ao Balneário Shopping com um musical cheio de energia e performance.

📅 22 de março
🕔 17h
📍 Piso L1
🎟️ Gratuito

📲 Lembrando que as fotos serão feitas após o even",94,2,3,34,5517,0,133
BS,Instagram,Carrossel,2026-03-22,"✨ Março no Balneário Shopping

Experiências para todos os gostos: gastronomia, exposições, eventos para toda a família e ativações especiais.

Na agenda: Aventura Jurássica, Quinta Gastronômica, Gourm",58,0,3,17,3934,0,78
BS,Instagram,Imagem,2026-03-20,"⚠️ Sorteio de um iPhone 17 Black maravilhoso.

Veja como participar desse sorteio exclusivo no App AJFans:

1️⃣ Abra o app AJFans e cadastre suas notas fiscais de 19/03 a 19/04.
2️⃣ A cada real em com",39,5,7,23,6844,0,74
BS,Instagram,Carrossel,2026-03-17,"📸✨ Quer garantir sua foto com as Heroínas do KPop?

O meet & greet acontece após o espetáculo e as vagas são limitadas. 
A participação é confirmada somente pelo app AJFans.

📅 22 de março (Domingo)
🕔",85,1,11,100,4399,0,197
BS,Instagram,Carrossel,2026-03-17,"🎤✨ Vem aí: Heroínas do KPop

Um musical cheio de energia, performance e atitude que promete encantar toda a família.

📅 22 de março
🕔 17h
📍 Praça de Eventos – Piso L1
🎟️ Evento gratuito

📸 Após o espe",145,4,19,224,8718,0,392
BS,Instagram,Carrossel,2026-03-14,"✨ Semana do Consumidor no Balneário Shopping

Aproveite benefícios especiais que preparamos para você no app AJFans. Durante a Semana do Consumidor, clientes do app encontram experiências, vantagens e",8,1,2,3,1823,0,14
BS,Instagram,Carrossel,2026-03-13,"Tem fã de K-POP por aí? 🎶

As heroínas do K-pop chegam no dia 22 de Março com Mira, Zoey e Rumi em um espetáculo gratuito no Balneário Shopping!

E aí, quem amou a novidade? Já manda para quem vai vir",192,12,16,249,7752,0,469
BS,Instagram,Carrossel,2026-03-13,"É clima de Copa no Balneário Shopping

A contagem regressiva já começou e nada melhor do que torcer pelo Brasil com a camisa certa. Selecionamos lojas do nosso mix onde você encontra camisetas do Bras",1532,150,69,219,54023,0,1970
BS,Instagram,Reel,2026-03-11,"⚽✨ Clima de Copa no ar.

A nova coleção exclusiva CBF já chegou à Centauro do Balneário Shopping.
Peças oficiais para quem vive o futebol dentro e fora do campo e quer torcer pelo Brasil com estilo.

",30,1,0,1,1599,0,32
BS,Instagram,Carrossel,2026-03-09,"A semana em comemoração ao Dia do Consumidor começa com um combo de vantagens no nosso programa de relacionamento AJFans.

De 09 a 15 de março, tem benefícios exclusivos, cupons e descontos, ingressos",11,3,2,2,3345,0,18
BS,Instagram,Carrossel,2026-03-08,"✨ Seu Dia da Mulher começa no Balneário Shopping

E se o Dia da Mulher fosse feito de pequenas experiências especiais?

Entre um café, um momento de cuidado, um bom filme ou uma pausa para relaxar, o ",46,3,4,21,4082,0,74
BS,Instagram,Carrossel,2026-03-07,"✨ New in: Sephora Collection

Skincare potente e maquiagem de alta performance acabam de chegar.
Hidratantes com ácido hialurônico, delineador retrátil à prova d’água e gloss com brilho e nutrição par",54,1,1,6,2971,0,62
BS,Instagram,Carrossel,2026-03-06,"💐 Passaporte Elas chegou ao Balneário Shopping!

Para celebrar o Dia da Mulher, preparamos uma seleção de benefícios exclusivos para você aproveitar ainda mais sua experiência por aqui.

Tem presentes",116,6,10,78,5952,0,210
BS,Instagram,Carrossel,2026-02-28,"Opções deliciosas para todos os gostos no Balneário Shopping.

👉 Escolha seu favorito.
#OndeAlmocar #Gastronomia #BalnearioShopping",31,0,2,3,2531,0,36
BS,Instagram,Carrossel,2026-02-27,"Sabores árabes que conquistam.
Pratos tradicionais da Bread Pide, cheios de aroma e autenticidade.

👉 Descubra no BS.
#BreadPide #Gastronomia #BalnearioShopping",69,3,6,29,3145,0,107
BS,Instagram,Carrossel,2026-02-26,"Estilo que protege.
Seleção de óculos para ela e para ele em Oculum, GrandVision, Coliseu, OJO e Óticas Carol.

#OculosDeSol #Verao #BalnearioShopping",13,1,0,5,1716,0,19
BS,Instagram,Carrossel,2026-02-25,"Verão pede leveza.
Pratos frescos da Growfit para curtir a estação com sabor e energia.

📍 Piso L2
👉 Experimente.
@growfitgourmet 
#Growfit #AlimentacaoSaudavel #BalnearioShopping",39,3,6,6,2888,0,54
BS,Instagram,Carrossel,2026-02-24,"As bolsas que vão dominar 2026.
Palha, shopper e hobo em modelos Schutz, Arezzo e Luiza Barcelos.

👉 Antecipe tendências no BS.

#Trends2026 #Bolsas #BalnearioShopping",21,0,2,1,1961,0,24
BS,Instagram,Reel,2026-02-23,"Verão também é cuidado e brilho.
Protetor, body mist, iluminador corporal e muito mais na Sephora.

👉Descubra as novidades
#sephora #beautyvibes #balnearioshopping",92,0,1,14,3880,0,107
BS,Instagram,Carrossel,2026-02-20,"✨🎬 A magia voltou para a tela grande!

A partir de 19 de fevereiro, o Ghibli Fest – Parte 2 chega ao GNC Cinemas do Balneário Shopping com um filme por dia para você viver histórias inesquecíveis do S",515,16,36,303,10192,0,870
BS,Instagram,Carrossel,2026-02-20,"O modelo certo muda tudo.
Opções Paula Torres, Arezzo, Luiza Barcelos e Schutz para cada momento.

👉 Escolha o seu no BS.
#ShoesLovers #Estilo #BalnearioShopping",17,1,1,0,2681,0,19
BS,Instagram,Carrossel,2026-02-19,"Osklen SS26 já chegou.
A coleção Spring Summer 2026 espera por você no Balneário Shopping.

📍 Piso L1
👉 Confira de perto.
#Osklen #SS26 #BalnearioShopping",4,0,0,1,1418,0,5
BS,Instagram,Carrossel,2026-02-18,"Inverno em movimento.
Os looks Anselmi traduzem elegância e conforto para a temporada de ski.

📍 Piso L2
👉 Descubra a coleção.
#Anselmi #WinterStyle #BalnearioShopping",18,0,0,0,1852,0,18
BS,Instagram,Reel,2026-02-17,"Perfumaria é escolha, momento e identidade.
Na Unique, fragrâncias de nicho para diferentes ocasiões.

📍Piso L2
👉 Descubra o seu perfume
#perfumariadenicho #unique #balnearioshopping",28,0,2,7,2839,0,37
BS,Instagram,Carrossel,2026-02-16,"Estilo, conforto e presença.
Sapatos masculinos Noha pensados para acompanhar a rotina com elegância.

📍 Piso L2
👉 Conheça.
#ModaMasculina #NohaShoes #BalnearioShopping",8,0,1,0,1905,0,9
BS,Instagram,Carrossel,2026-02-16,"🎭 É hoje! Passaporte da Folia
O Carnaval das crianças já começou no Balneário Shopping.

🕚 Das 11h às 18h
📍 Praça de Eventos – Piso L1
🎟️ Evento gratuito

📲 Ainda dá tempo de participar!
Inscreva-se p",14,0,1,3,2993,0,18
BS,Instagram,Carrossel,2026-02-15,"Nossa Feira Pet está chegando ao Balneário Shopping 💙

Em parceria com a ONG Defesa Animal, uma oportunidade de encontrar um novo melhor amigo.

📅 21 de fevereiro

⏰ Das 13h às 17h

📍 Estacionamento S",267,1,1,80,5831,0,349
BS,Instagram,Carrossel,2026-02-15,"🎉 É amanhã!
O Passaporte da Folia começa no Balneário Shopping com muita diversão para as crianças.

📅 16 de fevereiro
🕚 Das 11h às 18h
📍 Praça de Eventos – Piso L1
🎟️ Evento gratuito

📲 Inscrição obr",7,0,0,1,2243,0,8
BS,Instagram,Carrossel,2026-02-15,"Entre o sol e o pôr do sol.
Saídas de praia Água de Coco, ViX, Calzedonia, Farm, Salinas e Lua Luá.

👉 Passe pelo BS.
#ModaPraia #Verao #BalnearioShopping",11,1,1,3,2138,0,16
BS,Instagram,Reel,2026-02-14,"✨Cada detalhe conta uma história.
Na Pandora, seus charms podem ser personalizados para refletir momentos, pessoas e significados únicos.

Descubra a experiência de personalização na loja Pandora do B",49,10,4,20,3595,0,83
BS,Instagram,Carrossel,2026-02-14,"👧🧒 Um Carnaval pensado para crianças
Atividades indicadas para crianças de 3 a 12 anos, em um ambiente seguro e cheio de cuidado.

📅 16 e 17 de fevereiro
📍 Praça de Eventos – Piso L1
🎟️ Evento gratuit",10,1,2,1,1915,0,14
BS,Instagram,Carrossel,2026-02-13,"⏰ Faltam poucos dias!
O Carnaval das crianças está chegando ao Balneário Shopping.

📅 16 e 17 de fevereiro
🕚 Das 11h às 18h
📍 Piso L1 – Praça de Eventos
🎟️ Evento gratuito

📲 Garanta a inscrição pelo ",11,0,1,3,2288,0,15
BS,Instagram,Carrossel,2026-02-13,"👙 Bikini season is on.
Modelos ViX Paula Hermanny, Água de Coco e Salinas para viver o verão por inteiro.

#BikiniSeason #ModaPraia #BalnearioShopping",9,0,0,1,1543,0,10
BS,Instagram,Carrossel,2026-02-12,"Refrescante, leve e com personalidade.
Os drinks de verão do Unizushi são o convite perfeito para a estação.

📍 Piso L1
👉 Experimente.
#Unizushi #DrinksDeVerao #BalnearioShopping",37,3,8,7,2379,0,55
BS,Instagram,Carrossel,2026-02-12,"🎭 Carnaval Kids no Balneário Shopping: Passaporte da Folia

Nos dias 16 e 17 de fevereiro, o Balneário Shopping promove uma programação especial de Carnaval para as crianças: o Passaporte da Folia, um",26,4,2,19,2745,0,51
BS,Instagram,Carrossel,2026-02-11,"Fragrâncias leves para dias de sol.
Seleção de Sephora, Granado, Natura, L’Occitane, Tania Bulhões e O Boticário.

👉 Escolha a sua no Balneário Shopping.
#Perfumaria #Verao #BalnearioShopping",14,2,1,0,1355,0,17
BS,Instagram,Carrossel,2026-02-10,"🎭 Carnaval Kids no Balneário Shopping: Passaporte da Folia

Nos dias 16 e 17 de fevereiro, o Balneário Shopping promove uma programação especial de Carnaval para as crianças: o Passaporte da Folia, um",12,1,0,1,2222,0,14
BS,Instagram,Carrossel,2026-02-10,"O verão pede atenção.
Proteção, hidratação e praticidade para cuidar de você todos os dias.

👉 Encontre seus essenciais no BS.
#CuidadosDeVerao #BemEstar #BalnearioShopping",12,1,0,0,1458,0,13
BS,Instagram,Reel,2026-02-09,"Conforto que acompanha cada fase.
Na Magic Feet, os calçados certos para a rotina escolar começar com segurança e bem-estar.

👉 Programe sua visita ao Balneário Shopping.
#VoltaAsAulas #MagicFeet #bal",9,2,1,2,2181,0,14
BS,Instagram,Carrossel,2026-02-09,"🎭 Carnaval Kids no Balneário Shopping: Passaporte da Folia

Nos dias 16 e 17 de fevereiro, o Balneário Shopping promove uma programação especial de Carnaval para as crianças: o Passaporte da Folia, um",25,2,2,9,2172,0,38
BS,Instagram,Carrossel,2026-02-09,"Comece o ano com mais clareza.
Planners que unem produtividade, organização e estilo para a nova rotina.

👉 Planeje seu ano no Balneário Shopping.
#Organizacao #Planner #BalnearioShopping",7,1,2,0,1251,0,10
BS,Instagram,Carrossel,2026-02-08,"Cor, brilho e atitude para a folia.
A coleção de Carnaval da Renner traz peças para curtir cada momento.

👉 Disponível no Balneário Shopping.
#Renner #Carnaval2025 #balnearioshopping",10,1,0,1,1402,0,12
BS,Instagram,Carrossel,2026-02-08,"Sephora Summer Vibes está acontecendo. 💄🌴
Uma arena vibrante, interativa e cheia de descobertas para quem ama beleza e verão.

👉 Passe pelo Balneário Shopping e aproveite.
Das 12h às 20h | Piso L2 | E",106,0,4,8,4674,0,118
