date,query,cliques,impressoes,ctr,posicao
2026-01-05,biscoitê,0,43,0.0,5.767441860465116
2026-01-05,blue beach biquini,0,1,0.0,46.0
2026-01-05,boa li,0,1,0.0,1.0
2026-01-05,boali,0,60,0.0,8.15
2026-01-05,boali alimentação saudável,0,6,0.0,5.0
2026-01-05,boali galleria shopping,0,1,0.0,11.0
2026-01-05,boali restaurante,0,6,0.0,9.166666666666666
2026-01-05,boulevard gastronômico,0,1,0.0,11.0
2026-01-05,boutique do pao de lo bc,0,3,0.0,4.0
2026-01-05,boutique pao de lo balneario,0,3,0.0,8.0
2026-01-05,brasil cacau joinville,0,1,0.0,14.0
2026-01-05,brigadeiria,0,1,0.0,10.0
2026-01-05,brigadeiro faria lima 2277,0,1,0.0,10.0
2026-01-05,brigaderia,0,14,0.0,8.071428571428571
2026-01-05,brigaderis,0,1,0.0,6.0
2026-01-05,brigaderoa,0,1,0.0,7.0
2026-01-05,bscoite,0,1,0.0,5.0
2026-01-05,bscoitê,0,8,0.0,5.625
2026-01-05,byd sorteio,0,1,0.0,26.0
2026-01-05,c&a criciuma,0,2,0.0,10.5
2026-01-05,c&a nacoes shopping,0,1,0.0,9.0
2026-01-05,cacau brasil shopping,0,1,0.0,11.0
2026-01-05,cadastrar cupom shopping neumarkt,0,5,0.0,5.2
2026-01-05,calvin klein balneario camboriu,0,2,0.0,6.5
2026-01-05,calzedonia balneario shopping,0,2,0.0,12.5
2026-01-05,camboriu shopping,0,4,0.0,9.5
2026-01-05,camboriú shopping,0,2,0.0,9.5
2026-01-05,camiseta da selecao,0,1,0.0,2.0
2026-01-05,casa bauducco,0,2,0.0,10.0
2026-01-05,casa bauducco blumenau,0,2,0.0,6.5
2026-01-05,casa bauducco lojas,0,1,0.0,5.0
2026-01-05,casa das cuecas,0,3,0.0,5.333333333333333
2026-01-05,casa das cuecas oscar freire,0,1,0.0,10.0
2026-01-05,casas bauducco,0,6,0.0,7.666666666666667
2026-01-05,cecconello lojas fisicas,0,2,0.0,8.5
2026-01-05,centauro continente,0,2,0.0,14.5
2026-01-05,centauro continente shopping,0,3,0.0,12.333333333333334
2026-01-05,centauro shopping campinas,0,2,0.0,1.0
2026-01-05,centauro shopping continente,0,1,0.0,7.0
2026-01-05,chinelo oakley titan,0,1,0.0,3.0
2026-01-05,cia maritima balneario camboriu,0,4,0.0,11.5
2026-01-05,cia maritima bh,0,2,0.0,8.0
2026-01-05,cia maritima lojas,0,2,0.0,6.0
2026-01-05,ciamaritima,0,1,0.0,19.0
2026-01-05,cinema neumarkt shopping,0,1,0.0,5.0
2026-01-05,cinema shopping neumarkt,0,1,0.0,4.0
2026-01-05,cinépolis norte shopping,0,3,0.0,2.0
2026-01-05,cities in santa catarina brazil,0,1,0.0,19.0
2026-01-05,cnpj santa lolla,0,1,0.0,12.0
2026-01-05,cobasi,0,1,0.0,9.0
2026-01-05,cobasi blumenau,0,2,0.0,8.5
2026-01-05,cobasi blumenau norte shopping,0,1,0.0,11.0
2026-01-05,cobasi neumarkt,0,1,0.0,7.0
2026-01-05,cobasi neumarkt - blumenau fotos,0,2,0.0,7.0
2026-01-05,cobasi shopping neumarkt,0,5,0.0,5.4
2026-01-05,colcci blumenau,0,1,0.0,5.0
2026-01-05,conjunto centauro,0,1,0.0,57.0
2026-01-05,constance,0,1,0.0,10.0
2026-01-05,continental shopping sao jose,0,4,0.0,3.25
2026-01-05,continente boulevard,0,1,0.0,7.0
2026-01-05,continente park shopping,0,4,0.0,5.75
2026-01-05,continente shoping,0,5,0.0,7.8
2026-01-05,continente shopping estacionamento,0,3,0.0,7.333333333333333
2026-01-05,continente shopping florianopolis,0,2,0.0,7.5
2026-01-05,continente shopping florianópolis,0,2,0.0,7.0
2026-01-05,continente shopping fotos,0,4,0.0,5.25
2026-01-05,continente shopping palhoça,0,2,0.0,10.0
2026-01-05,continente shopping residences,0,1,0.0,6.0
2026-01-05,continente shopping santa catarina,0,1,0.0,1.0
2026-01-05,continente shopping sc,0,2,0.0,3.5
2026-01-05,continente shopping são josé,0,1,0.0,6.0
2026-01-05,continente shopping trabalhe conosco,0,1,0.0,10.0
2026-01-05,cria amigos,0,5,0.0,8.6
2026-01-05,criaamigos,0,3,0.0,6.0
2026-01-05,criamigos,0,54,0.0,7.5
2026-01-05,criamigos norte shopping,0,1,0.0,12.0
2026-01-05,criamihos,0,2,0.0,6.0
2026-01-05,criamogos,0,1,0.0,5.0
2026-01-05,crocs continente shopping,0,1,0.0,10.0
2026-01-05,crocs joinville,0,1,0.0,10.0
2026-01-05,crocs nacoes shopping,0,2,0.0,12.0
2026-01-05,cs residence,0,1,0.0,9.0
2026-01-05,cs residences,0,2,0.0,9.0
2026-01-05,dengo balneario shopping,0,1,0.0,10.0
2026-01-05,dengo chocolates lojas,0,1,0.0,11.0
2026-01-05,dicas para economizar na volta às aulas,0,1,0.0,36.0
2026-01-05,diniz otica,0,5,0.0,10.6
2026-01-05,diniz ótica,0,1,0.0,10.0
2026-01-05,diretório de continente shopping,0,5,0.0,6.0
2026-01-05,diretório de garten shopping,0,2,0.0,9.0
2026-01-05,do alemão,0,1,0.0,7.0
2026-01-05,dono de shopping,0,1,0.0,11.0
2026-01-05,dono do norte shopping,0,3,0.0,7.0
2026-01-05,dono do shopping,0,2,0.0,11.5
2026-01-05,dress to shopping vila velha,0,1,0.0,12.0
2026-01-05,eichards,0,2,0.0,6.0
2026-01-05,elas shopping,0,1,0.0,98.0
2026-01-05,em balneário camboriú tem shopping,0,1,0.0,12.0
2026-01-05,empresa almeida,0,1,0.0,11.0
2026-01-05,empresas de shopping,0,2,0.0,4.0
2026-01-05,endres almeida & cia ltda,0,1,0.0,1.0
2026-01-05,estacionamento balneario shopping,0,1,0.0,8.0
2026-01-05,estacionamento balneário camboriú shopping,0,2,0.0,9.0
2026-01-05,estacionamento continente shopping,0,3,0.0,11.0
2026-01-05,estacionamento gratuito continente shopping,0,7,0.0,1.0
2026-01-05,estacionamento neumarkt,0,2,0.0,1.0
2026-01-05,estacionamento shopping balneario camboriu,0,1,0.0,10.0
2026-01-05,estacionamento shopping balneário,0,4,0.0,7.5
2026-01-05,estacionamento shopping continente,0,6,0.0,10.166666666666666
2026-01-05,estacionamento shopping neumarkt,0,1,0.0,12.0
2026-01-05,evolucell celulares,0,1,0.0,8.0
2026-01-05,faria lima 2277,0,8,0.0,8.875
2026-01-05,farm balneario shopping,0,1,0.0,10.0
2026-01-05,farm balneário camboriú,0,6,0.0,12.666666666666666
2026-01-05,fazer passaporte em joinville,0,3,0.0,10.666666666666666
2026-01-05,fiqe3 o que é,0,1,0.0,1.0
2026-01-05,flavia altheman,0,1,0.0,5.0
2026-01-05,fotos de balneario shopping,0,2,0.0,5.0
2026-01-05,founding year of almeida municipality,0,1,0.0,25.0
2026-01-05,franquia artwalk,0,1,0.0,11.0
2026-01-05,franquia bauducco,0,3,0.0,7.666666666666667
2026-01-05,franquia bauduco,0,1,0.0,8.0
2026-01-05,franquia biscoitê,0,1,0.0,5.0
2026-01-05,franquia brasil cacau,0,2,0.0,12.0
2026-01-05,franquia casa bauducco,0,4,0.0,5.5
2026-01-05,franquia crocs,0,4,0.0,11.5
2026-01-05,franquia da bauducco,0,1,0.0,1.0
2026-01-05,franquia da melissa,0,1,0.0,56.0
2026-01-05,franquia do spoleto,0,1,0.0,13.0
2026-01-05,franquia lilica e tigor,0,1,0.0,10.0
2026-01-05,franquia luiza barcelos,0,1,0.0,9.0
2026-01-05,franquia milon,0,2,0.0,11.0
2026-01-05,franquia mormaii,0,4,0.0,8.75
2026-01-05,franquia pampili,0,1,0.0,5.0
2026-01-05,franquia pampili valor,0,1,0.0,5.0
2026-01-05,franquia santa lolla,0,5,0.0,9.8
2026-01-05,franquia santa lolla valor,0,1,0.0,7.0
2026-01-05,franquia schutz,0,1,0.0,11.0
2026-01-05,franquia spoleto,0,2,0.0,12.0
2026-01-05,franquia taco bell,0,1,0.0,7.0
2026-01-05,franquia uza,0,2,0.0,12.0
2026-01-05,franquia vans,0,2,0.0,10.5
2026-01-05,garden joinville,0,4,0.0,6.25
2026-01-05,garden shopping joinville,0,1,0.0,8.0
2026-01-05,gartem,0,1,0.0,5.0
2026-01-05,garten,0,12,0.0,7.75
2026-01-05,garten center,0,1,0.0,8.0
2026-01-05,garten joinville,0,3,0.0,7.0
2026-01-05,garten shopping,0,45,0.0,7.777777777777778
2026-01-05,garten shopping do proprietário,0,1,0.0,2.0
2026-01-05,garten shopping joinville,0,3,0.0,6.666666666666667
2026-01-05,garten shopping lojas,0,1,0.0,10.0
2026-01-05,giant toys,0,1,0.0,13.0
2026-01-05,giraffas,0,4,0.0,6.5
2026-01-05,giraffas blumenau,0,1,0.0,3.0
2026-01-05,giraffas joinville,0,2,0.0,8.5
2026-01-05,giraffas onde tem,0,1,0.0,5.0
2026-01-05,goldko franquia,0,1,0.0,13.0
2026-01-05,grand cru shopping morumbi,0,1,0.0,13.0
2026-01-05,grupo almeida,0,1,0.0,1.0
2026-01-05,grupo almeida campos,0,1,0.0,1.0
2026-01-05,hall shopping,0,1,0.0,13.0
2026-01-05,hope continente shopping,0,1,0.0,11.0
2026-01-05,hope resort lojas,0,2,0.0,10.5
2026-01-05,hugo boss balneario camboriu,0,2,0.0,12.5
2026-01-05,ibscoitê,0,13,0.0,5.461538461538462
2026-01-05,imagens de balneário shopping,0,13,0.0,4.384615384615385
2026-01-05,imagens de shopping neumarkt,0,3,0.0,4.0
2026-01-05,imagens de shopping santa ursula,0,1,0.0,1.0
2026-01-05,jaime almeida junior,0,1,0.0,1.0
2026-01-05,jinjin meaning,0,1,0.0,5.0
2026-01-05,joge,0,107,0.0,8.962616822429908
2026-01-05,jogê,0,14,0.0,9.571428571428571
2026-01-05,joinville garten,0,1,0.0,12.0
2026-01-05,joinville garten shopping,0,1,0.0,6.0
2026-01-05,jr premiações,0,1,0.0,8.0
2026-01-05,ju feet,0,1,0.0,20.0
2026-01-05,kalunga shopping neumarkt,0,1,0.0,4.0
2026-01-05,kfc santa catarina,0,1,0.0,11.0
2026-01-05,kid junior privacy,0,14,0.0,9.0
2026-01-05,kopenhagen balneario shopping,0,1,0.0,13.0
2026-01-05,lauf lojas,0,1,0.0,12.0
2026-01-05,levis garten shopping,0,1,0.0,11.0
2026-01-05,levis norte shopping,0,4,0.0,11.0
2026-01-05,lez a lez joinville,0,2,0.0,13.0
2026-01-05,lez a lez loja online,0,4,0.0,10.0
2026-01-05,lez a lez lojas,0,1,0.0,14.0
2026-01-05,lez a lez uberaba,0,1,0.0,2.0
2026-01-05,lila colzani,0,1,0.0,7.0
2026-01-05,lilica,0,2,0.0,1.0
2026-01-05,lilica & tigor,0,2,0.0,5.0
2026-01-05,lilica & tigor fotos,0,2,0.0,9.5
2026-01-05,lilica e tigor,0,1,0.0,33.0
2026-01-05,lilica e tigor lojas,0,2,0.0,11.5
2026-01-05,lilica ripilica,0,8,0.0,5.625
2026-01-05,lilica ripilica loja,0,3,0.0,15.0
2026-01-05,lilica ripilica loja fisica,0,1,0.0,5.0
2026-01-05,lilica tigor,0,13,0.0,5.3076923076923075
2026-01-05,lindt balneario shopping,0,2,0.0,9.0
2026-01-05,loja balneario shopping,0,1,0.0,12.0
2026-01-05,loja bibi norte shopping,0,1,0.0,11.0
2026-01-05,loja boali,0,2,0.0,5.0
2026-01-05,loja canal,0,1,0.0,9.0
2026-01-05,loja casa bauducco,0,1,0.0,9.0
2026-01-05,loja centauro,0,8,0.0,7.0
2026-01-05,loja crocs em balneario camboriu,0,1,0.0,11.0
2026-01-05,loja crocs norte shopping,0,2,0.0,6.0
2026-01-05,loja da lilica ripilica,0,2,0.0,7.0
2026-01-05,loja da vans,0,2,0.0,11.0
2026-01-05,loja da vans shopping,0,1,0.0,1.0
2026-01-05,loja de tacos,0,2,0.0,11.5
2026-01-05,loja dengo perto de mim,0,1,0.0,9.0
2026-01-05,loja fisica lilica ripilica,0,2,0.0,8.0
2026-01-05,loja física da centauro,0,2,0.0,11.5
2026-01-05,loja lança perfume,0,1,0.0,26.0
2026-01-05,loja lilica,0,2,0.0,5.0
2026-01-05,loja lilica ripilica,0,8,0.0,8.25
2026-01-05,loja lilica ripilica shopping,0,2,0.0,12.0
2026-01-05,loja milon,0,5,0.0,8.0
2026-01-05,loja new balace,0,1,0.0,13.0
2026-01-05,loja new balance,0,16,0.0,9.0
2026-01-05,loja petite jolie,0,2,0.0,8.0
2026-01-05,loja richard,0,3,0.0,4.333333333333334
2026-01-05,loja richards,0,6,0.0,9.833333333333334
2026-01-05,loja salinas,0,1,0.0,8.0
2026-01-05,loja santa lolla shopping,0,2,0.0,6.5
2026-01-05,loja spoleto,0,1,0.0,4.0
2026-01-05,loja taco,0,5,0.0,5.8
2026-01-05,loja usaflex park shopping,0,1,0.0,5.0
2026-01-05,loja vans,0,13,0.0,14.923076923076923
2026-01-05,loja vans balneario camboriu,0,4,0.0,5.0
2026-01-05,lojas balneario shopping,0,4,0.0,10.0
2026-01-05,lojas balneário shopping,0,1,0.0,13.0
2026-01-05,lojas bc shopping,0,1,0.0,11.0
2026-01-05,lojas bibi,0,1,0.0,10.0
2026-01-05,lojas canal concept,0,2,0.0,9.5
2026-01-05,lojas continente,0,1,0.0,11.0
2026-01-05,lojas continente shopping,0,2,0.0,4.0
2026-01-05,lojas da santa lolla,0,1,0.0,8.0
2026-01-05,lojas da vans,0,2,0.0,12.0
2026-01-05,lojas do continente shopping,0,1,0.0,1.0
2026-01-05,lojas do norte shopping blumenau,0,1,0.0,9.0
2026-01-05,lojas do shopping balneario,0,1,0.0,13.0
2026-01-05,lojas forum shopping,0,6,0.0,7.666666666666667
2026-01-05,lojas garten shopping,0,1,0.0,12.0
2026-01-05,lojas lilica ripilica,0,5,0.0,6.0
2026-01-05,lojas nações shopping criciuma,0,2,0.0,11.5
2026-01-05,lojas neumarkt,0,2,0.0,5.0
2026-01-05,lojas neumarkt blumenau,0,1,0.0,10.0
2026-01-05,lojas no garten shopping,0,1,0.0,11.0
2026-01-05,lojas no nações shopping,0,1,0.0,10.0
2026-01-05,lojas no norte shopping,0,1,0.0,10.0
2026-01-05,lojas no norte shopping blumenau,0,2,0.0,9.0
2026-01-05,lojas no shopping balneario,0,1,0.0,11.0
2026-01-05,lojas no shopping continente,0,1,0.0,42.0
2026-01-05,lojas santa lolla shopping,0,1,0.0,7.0
2026-01-05,lojas shopping balneario,0,1,0.0,8.0
2026-01-05,lojas shopping garten joinville,0,2,0.0,34.5
2026-01-05,lojas shopping nações,0,1,0.0,7.0
2026-01-05,lojas shopping neumarkt,0,1,0.0,8.0
2026-01-05,lojas shopping neumarkt blumenau,0,1,0.0,2.0
2026-01-05,lojas taco,0,1,0.0,7.0
2026-01-05,lojas taco bell,0,1,0.0,6.0
2026-01-05,lojas vans,0,6,0.0,10.5
2026-01-05,loterica shopping neumarkt blumenau,0,1,0.0,3.0
2026-01-05,loungerie franquia,0,2,0.0,1.0
2026-01-05,loungerie joinville,0,1,0.0,11.0
2026-01-05,loungerie norte shopping,0,1,0.0,12.0
2026-01-05,loungerie sao caetano,0,1,0.0,8.0
2026-01-05,main garten,0,1,0.0,8.0
2026-01-05,maior shopping de blumenau,0,9,0.0,5.111111111111111
2026-01-05,maior shopping de criciúma,0,2,0.0,9.0
2026-01-05,maior shopping de florianopolis,0,1,0.0,3.0
2026-01-05,maior shopping de florianópolis,0,1,0.0,2.0
2026-01-05,maior shopping de floripa,0,1,0.0,3.0
2026-01-05,maior shopping de joinville,0,1,0.0,11.0
2026-01-05,maior shopping de santa catarina,0,4,0.0,1.0
2026-01-05,maior shopping joinville,0,3,0.0,11.0
2026-01-05,maiores shoppings de santa catarina,0,2,0.0,7.5
2026-01-05,mapa continente shopping,0,2,0.0,9.5
2026-01-05,mapa shopping continente,0,1,0.0,9.0
2026-01-05,marca de roupa richards,0,1,0.0,5.0
2026-01-05,marca de sapato schutz,0,1,0.0,2.0
2026-01-05,marca santa lolla,0,5,0.0,5.8
2026-01-05,marca schutz origem,0,1,0.0,1.0
2026-01-05,maria filo loja,0,2,0.0,9.5
2026-01-05,material escolar,0,1,0.0,1.0
2026-01-05,mc donalds shopping boa vista,0,1,0.0,11.0
2026-01-05,melhor shopping blumenau,0,1,0.0,3.0
2026-01-05,melhor shopping de blumenau,0,1,0.0,11.0
2026-01-05,melhor shopping de criciúma,0,3,0.0,7.333333333333333
2026-01-05,melhor shopping de joinville,0,3,0.0,11.666666666666666
2026-01-05,melissa em joinville,0,1,0.0,6.0
2026-01-05,melissa joinville,0,3,0.0,5.666666666666667
2026-01-05,mercado continente shopping,0,1,0.0,1.0
2026-01-05,micro franquia santa lolla,0,1,0.0,11.0
2026-01-05,mida almeida,0,1,0.0,37.0
2026-01-05,montana grill,0,16,0.0,5.3125
2026-01-05,montanha grill,0,1,0.0,6.0
2026-01-05,mundo jurássico,0,2,0.0,1.0
2026-01-05,nacoes,0,11,0.0,8.363636363636363
2026-01-05,nacoes shop,0,1,0.0,10.0
2026-01-05,nacoes shopping lojas,0,1,0.0,9.0
2026-01-05,narbona,0,1,0.0,14.0
2026-01-05,narbona continente shopping,0,2,0.0,6.0
2026-01-05,nascoes,0,1,0.0,9.0
2026-01-05,naçoes shopping,0,3,0.0,6.0
2026-01-05,nações,0,5,0.0,26.4
2026-01-05,nações shopping,0,60,0.0,5.65
2026-01-05,nações shopping criciuma,0,14,0.0,5.5
2026-01-05,nações shopping criciúma,0,5,0.0,5.8
2026-01-05,nações shopping lojas,0,1,0.0,8.0
2026-01-05,nações shopping lojas horário de funcionamento,0,1,0.0,9.0
2026-01-05,neumakt,0,1,0.0,8.0
2026-01-05,neumarket,0,2,0.0,6.0
2026-01-05,neumarket shopping,0,1,0.0,8.0
2026-01-05,neumarkt,0,23,0.0,6.913043478260869
2026-01-05,neumarkt blumenau,0,2,0.0,7.0
2026-01-05,neumarkt lojas,0,1,0.0,4.0
2026-01-05,neumarkt shopping,0,8,0.0,7.125
2026-01-05,neumarkt shopping blumenau,0,3,0.0,5.666666666666667
2026-01-05,neumarkt shopping lojas,0,2,0.0,7.5
2026-01-05,new balance loja,0,7,0.0,10.285714285714286
2026-01-05,newmarkt,0,2,0.0,7.5
2026-01-05,norte sho,0,1,0.0,6.0
2026-01-05,norte shoping,0,1,0.0,3.0
2026-01-05,norte shopping,0,26,0.0,5.923076923076923
2026-01-05,norte shopping blumenau,0,23,0.0,5.086956521739131
2026-01-05,norte shopping fotos,0,2,0.0,11.0
2026-01-05,norte shopping lojas,0,1,0.0,5.0
2026-01-05,norteshopping blumenau,0,2,0.0,9.0
2026-01-05,north shopping blumenau,0,3,0.0,5.0
2026-01-05,o que fazer em balneário camboriú com crianças,0,1,0.0,19.0
2026-01-05,o que significa schutz,0,3,0.0,1.0
2026-01-05,oaklen,0,2,0.0,10.5
2026-01-05,oceane loja,0,2,0.0,10.0
2026-01-05,océane portugal,0,1,0.0,72.0
2026-01-05,onde fazer o passaporte em joinville,0,1,0.0,11.0
2026-01-05,onde tirar passaporte em joinville,0,2,0.0,10.0
2026-01-05,ophicina,0,1,0.0,7.0
2026-01-05,otica diniz,0,16,0.0,9.625
2026-01-05,otica diniz brazil,0,3,0.0,17.666666666666668
2026-01-05,otica diniz gama,0,1,0.0,12.0
2026-01-05,oticas dinis,0,2,0.0,9.5
2026-01-05,oticas diniz,0,100,0.0,10.48
2026-01-05,outlet lilica ripilica,0,1,0.0,13.0
2026-01-05,outlet tip top,0,1,0.0,37.0
2026-01-05,outlet tip top sp,0,1,0.0,96.0
2026-01-05,pao de lo balneario,0,3,0.0,2.0
2026-01-05,pao de lo bc,0,1,0.0,2.0
2026-01-05,papel craft leblon,0,1,0.0,6.0
2026-01-05,papel craft shopping leblon,0,2,0.0,12.0
2026-01-05,paris 6 balneario,0,7,0.0,9.857142857142858
2026-01-05,paris 6 balneario camboriu,0,1,0.0,12.0
2026-01-05,paris 6 balneário camboriú,0,9,0.0,10.777777777777779
2026-01-05,paris 6 bistro balneario camboriu,0,1,0.0,11.0
2026-01-05,paris 6 florianópolis,0,1,0.0,2.0
2026-01-05,paris 6 santa catarina,0,2,0.0,7.5
2026-01-05,passaporte joinville garten,0,5,0.0,1.6
2026-01-05,pep garten shopping,0,1,0.0,5.0
2026-01-05,pizza hut norte shopping,0,2,0.0,29.0
2026-01-05,pizza hut shopping,0,1,0.0,11.0
2026-01-05,piçarras tem shopping,0,1,0.0,9.0
2026-01-05,policia federal center shopping,0,4,0.0,12.0
2026-01-05,policia federal de joinville,0,1,0.0,11.0
2026-01-05,policia federal garten,0,5,0.0,7.0
2026-01-05,policia federal joinville garten,0,4,0.0,6.0
2026-01-05,policia federal joinville garten shopping,0,4,0.0,2.5
2026-01-05,policia federal nacoes shopping,0,2,0.0,10.0
2026-01-05,policia federal passaporte joinville,0,5,0.0,11.6
2026-01-05,polícia federal criciúma nações shopping,0,4,0.0,13.5
2026-01-05,polícia federal de joinville,0,1,0.0,9.0
2026-01-05,polícia federal joinville garten shopping telefone,0,1,0.0,12.0
2026-01-05,polícia federal joinville passaporte,0,1,0.0,11.0
2026-01-05,popeyes joinville,0,2,0.0,8.0
2026-01-05,portal almeida,0,1,0.0,7.0
2026-01-05,praça almeida junior,0,1,0.0,4.0
2026-01-05,praça de alimentação continente shopping,0,1,0.0,9.0
2026-01-05,praça de alimentação neumarkt,0,1,0.0,6.0
2026-01-05,premiacoes,0,1,0.0,27.0
2026-01-05,premiações,0,1,0.0,85.0
2026-01-05,preço cinema norte shopping,0,1,0.0,1.0
2026-01-05,preço estacionamento balneario shopping,0,1,0.0,8.0
2026-01-05,preçolandia mais próxima,0,2,0.0,1.0
2026-01-05,privacy almeida,0,1,0.0,8.0
2026-01-05,pro quality academia,0,3,0.0,7.333333333333333
2026-01-05,pro quality premium,0,1,0.0,10.0
2026-01-05,promocao balneario shopping,0,2,0.0,6.0
2026-01-05,promocao natal shopping neumarkt,0,1,0.0,3.0
2026-01-05,promocao shopping bc,0,2,0.0,7.5
2026-01-05,promoção almeida junior,0,3,0.0,2.333333333333333
2026-01-05,promoção balneario shopping,0,4,0.0,6.75
2026-01-05,promoção balneário camboriú shopping,0,5,0.0,6.4
2026-01-05,promoção continente shopping,0,2,0.0,1.0
2026-01-05,promoção garten shopping joinville,0,6,0.0,4.666666666666666
2026-01-05,promoção shopping balneario camboriu,0,2,0.0,6.5
2026-01-05,promoção shopping continente,0,10,0.0,2.0
2026-01-05,promoção shopping garten joinville,0,4,0.0,4.25
2026-01-05,promoções shopping balneario camboriu,0,1,0.0,6.0
2026-01-05,proquality premium,0,3,0.0,8.0
2026-01-05,ptica diniz,0,1,0.0,8.0
2026-01-05,qual maior shopping de blumenau,0,1,0.0,1.0
2026-01-05,qual o maior shopping de blumenau,0,1,0.0,1.0
2026-01-05,qual o maior shopping de joinville,0,1,0.0,11.0
2026-01-05,qual o melhor shopping de blumenau,0,3,0.0,8.0
2026-01-05,qual o melhor shopping em blumenau,0,1,0.0,12.0
2026-01-05,qual é o maior shopping de joinville,0,1,0.0,11.0
2026-01-05,qual é o maior shopping de santa catarina,0,1,0.0,12.0
2026-01-05,quantos shopping tem em balneário camboriú,0,10,0.0,9.6
2026-01-05,quantos shopping tem em blumenau,0,4,0.0,10.0
2026-01-05,quantos shopping tem em florianópolis,0,1,0.0,10.0
2026-01-05,quantos shopping tem em joinville,0,3,0.0,7.666666666666667
2026-01-05,quantos shoppings tem em balneário camboriú,0,1,0.0,7.0
2026-01-05,quantos shoppings tem em florianópolis,0,3,0.0,9.333333333333334
2026-01-05,quantos shoppings tem em joinville,0,1,0.0,4.0
2026-01-05,quem é dono do shopping,0,1,0.0,12.0
2026-01-05,quem é flávia alessandra,0,1,0.0,12.0
2026-01-05,quem é o dono do shopping,0,5,0.0,10.4
2026-01-05,quiosque shopping,0,1,0.0,6.0
2026-01-05,real neumarkt,0,2,0.0,9.5
2026-01-05,recco lojas,0,2,0.0,7.5
2026-01-05,rede de shopping,0,3,0.0,3.3333333333333335
2026-01-05,rede de shoppings,0,2,0.0,5.0
2026-01-05,restaurante boali,0,2,0.0,7.0
2026-01-05,restaurante giraffas mais próximo,0,2,0.0,8.5
2026-01-05,restaurante norte shopping,0,1,0.0,10.0
2026-01-05,restaurante paris,0,1,0.0,9.0
2026-01-05,restaurante paris 6 balneário camboriú,0,1,0.0,11.0
2026-01-05,restaurante parmegiana,0,1,0.0,6.0
2026-01-05,restaurante shopping norte blumenau,0,1,0.0,11.0
2026-01-05,restaurantes continente,0,1,0.0,9.0
2026-01-05,restaurantes norte shopping blumenau,0,1,0.0,10.0
2026-01-05,retail centers,0,1,0.0,22.0
2026-01-05,ri happy nações criciúma fotos,0,1,0.0,11.0
2026-01-05,riachuelo balneário shopping,0,2,0.0,1.0
2026-01-05,riachuelo shopping balneario camboriu,0,1,0.0,1.0
2026-01-05,richards,0,395,0.0,6.379746835443038
2026-01-05,richards loja,0,12,0.0,12.083333333333334
2026-01-05,richards outlet,0,1,0.0,41.0
2026-01-05,richarfs,0,1,0.0,7.0
2026-01-05,richars,0,2,0.0,7.0
2026-01-05,richatds,0,1,0.0,7.0
2026-01-05,richrads,0,1,0.0,6.0
2026-01-05,richsrds,0,1,0.0,8.0
2026-01-05,rochards,0,2,0.0,7.0
2026-01-05,roupas canal,0,1,0.0,5.0
2026-01-05,salinas loja,0,16,0.0,6.1875
2026-01-05,salinas shopping iguatemi,0,1,0.0,9.0
2026-01-05,santa lola brasil,0,1,0.0,8.0
2026-01-05,santa lola marca,0,1,0.0,6.0
2026-01-05,santa lolla asa sul,0,1,0.0,5.0
2026-01-05,santa lolla balneário camboriú,0,13,0.0,7.461538461538462
2026-01-05,santa lolla brasil,0,1,0.0,4.0
2026-01-05,santa lolla fotos,0,3,0.0,1.6666666666666665
2026-01-05,santa lolla garten shopping,0,1,0.0,12.0
2026-01-05,santa lolla marca,0,3,0.0,6.666666666666667
2026-01-05,santa lolla patos de minas,0,1,0.0,4.0
2026-01-05,santa lolla shopping continente,0,3,0.0,6.0
2026-01-05,santa ursula shopping ribeirão preto,0,2,0.0,27.0
2026-01-05,santa úrsula shopping,0,1,0.0,13.0
2026-01-05,schutz balneario shopping,0,1,0.0,12.0
2026-01-05,schutz brasil,0,1,0.0,7.0
2026-01-05,schutz continente shopping,0,1,0.0,6.0
2026-01-05,schutz franquia,0,1,0.0,12.0
2026-01-05,schutz marca,0,1,0.0,1.0
2026-01-05,schutz é brasileira,0,3,0.0,1.0
2026-01-05,schutz é marca brasileira,0,2,0.0,1.0
2026-01-05,sephora balneário shopping,0,2,0.0,4.0
2026-01-05,serviços oferecidos por continente shopping,0,2,0.0,10.5
2026-01-05,sh camboriu,0,5,0.0,9.2
2026-01-05,shoping camboriu,0,1,0.0,11.0
2026-01-05,shoping continente,0,1,0.0,6.0
2026-01-05,shoping garten,0,1,0.0,9.0
2026-01-05,shoppin continente,0,1,0.0,4.0
2026-01-05,shopping balneario,0,11,0.0,10.454545454545455
2026-01-05,shopping balneario camboriu,0,27,0.0,7.185185185185185
2026-01-05,shopping balneario camboriú,0,1,0.0,6.0
2026-01-05,shopping balneario camburio,0,1,0.0,9.0
2026-01-05,shopping balneario camburiu,0,2,0.0,9.0
2026-01-05,shopping balneario piçarras,0,3,0.0,13.0
2026-01-05,shopping balneario.camboriu,0,1,0.0,10.0
2026-01-05,shopping balneário,0,4,0.0,8.75
2026-01-05,shopping balneário camboriu,0,1,0.0,5.0
2026-01-05,shopping balneário camboriú sc,0,2,0.0,9.0
2026-01-05,shopping balneário lojas,0,1,0.0,11.0
2026-01-05,shopping balneário piçarras,0,1,0.0,13.0
2026-01-05,shopping bauneario,0,1,0.0,6.0
