date,query,device,cliques,impressoes,ctr,posicao
2026-02-05,polícia federal de joinville,MOBILE,0,1,0.0,10.0
2026-02-05,polícia federal garten shopping,MOBILE,0,3,0.0,6.333333333333333
2026-02-05,polícia federal joinville,MOBILE,0,5,0.0,7.8
2026-02-05,polícia federal passaporte ribeirão preto,MOBILE,0,1,0.0,1.0
2026-02-05,portal almeida,MOBILE,0,4,0.0,7.75
2026-02-05,preço estacionamento balneario shopping,MOBILE,0,2,0.0,8.0
2026-02-05,preço estacionamento shopping balneário camboriú,DESKTOP,0,1,0.0,10.0
2026-02-05,preço estacionamento shopping balneário camboriú,MOBILE,0,1,0.0,13.0
2026-02-05,privacy almeida,DESKTOP,0,1,0.0,9.0
2026-02-05,pro quality,MOBILE,0,1,0.0,8.0
2026-02-05,pro quality academia,MOBILE,0,2,0.0,9.5
2026-02-05,pro quality premium,MOBILE,0,3,0.0,8.333333333333332
2026-02-05,promoção almeida junior,MOBILE,0,1,0.0,2.0
2026-02-05,promoção balneário camboriú shopping,MOBILE,0,1,0.0,10.0
2026-02-05,promoção continente shopping,MOBILE,0,1,0.0,1.0
2026-02-05,proquality academia,DESKTOP,0,1,0.0,10.0
2026-02-05,proquality continente shopping,DESKTOP,0,1,0.0,4.0
2026-02-05,proquality premium,MOBILE,0,1,0.0,5.0
2026-02-05,ptica diniz,MOBILE,0,1,0.0,4.0
2026-02-05,qual maior shopping de balneário camboriú,MOBILE,0,2,0.0,6.0
2026-02-05,qual o maior shopping de blumenau,MOBILE,0,2,0.0,10.5
2026-02-05,qual o maior shopping de criciúma,MOBILE,0,1,0.0,1.0
2026-02-05,qual o maior shopping de joinville,MOBILE,0,1,0.0,13.0
2026-02-05,quantos shopping tem em balneário camboriú,MOBILE,0,3,0.0,9.0
2026-02-05,quantos shopping tem em joinville,MOBILE,0,2,0.0,9.0
2026-02-05,quantos shoppings tem em balneário camboriú,MOBILE,0,3,0.0,5.333333333333333
2026-02-05,quantos shoppings tem em florianópolis,MOBILE,0,2,0.0,12.0
2026-02-05,quantos shoppings tem em joinville,MOBILE,0,1,0.0,5.0
2026-02-05,quem é o dono do shopping,DESKTOP,0,1,0.0,6.0
2026-02-05,quiosque do alemão,MOBILE,0,1,0.0,7.0
2026-02-05,recco lojas,MOBILE,0,1,0.0,10.0
2026-02-05,rede de shopping,DESKTOP,0,1,0.0,5.0
2026-02-05,rede de shopping,MOBILE,0,1,0.0,11.0
2026-02-05,restaurante boali,DESKTOP,0,1,0.0,9.0
2026-02-05,restaurante boali,MOBILE,0,6,0.0,6.166666666666667
2026-02-05,restaurante no shopping continente,MOBILE,0,1,0.0,12.0
2026-02-05,restaurantes continente,DESKTOP,0,1,0.0,9.0
2026-02-05,restaurantes no continente shopping,MOBILE,0,1,0.0,8.0
2026-02-05,richards,DESKTOP,0,31,0.0,7.129032258064516
2026-02-05,richards,MOBILE,0,138,0.0,7.978260869565218
2026-02-05,richards,TABLET,0,7,0.0,7.857142857142857
2026-02-05,richards loja,MOBILE,0,2,0.0,8.0
2026-02-05,richards shopping morumbi,MOBILE,0,1,0.0,6.0
2026-02-05,richardw,MOBILE,0,1,0.0,7.0
2026-02-05,salinas loja,MOBILE,0,1,0.0,10.0
2026-02-05,sandálias da moda feminina,MOBILE,0,1,0.0,2.0
2026-02-05,santa lola shopping,MOBILE,0,1,0.0,14.0
2026-02-05,santa lolla,DESKTOP,0,1,0.0,31.0
2026-02-05,santa lolla balneario shopping,MOBILE,0,2,0.0,5.0
2026-02-05,santa lolla bc,MOBILE,0,1,0.0,7.0
2026-02-05,santa lolla brasil,MOBILE,0,2,0.0,4.5
2026-02-05,santa lolla brasil,TABLET,0,1,0.0,7.0
2026-02-05,santa lolla fotos,MOBILE,0,9,0.0,1.4444444444444444
2026-02-05,santa lolla shopping,MOBILE,0,3,0.0,13.333333333333334
2026-02-05,santalolla,MOBILE,0,5,0.0,6.2
2026-02-05,sapatos brasileiros,MOBILE,0,1,0.0,1.0
2026-02-05,schutz de onde é,MOBILE,0,1,0.0,6.0
2026-02-05,schutz é brasileira,MOBILE,0,7,0.0,1.0
2026-02-05,schutz é de qual pais,MOBILE,0,1,0.0,1.0
2026-02-05,schutz é uma marca brasileira,MOBILE,0,1,0.0,1.0
2026-02-05,secadora omo,MOBILE,0,1,0.0,7.0
2026-02-05,sephora balneario camboriu,MOBILE,0,2,0.0,7.0
2026-02-05,sephora balneário camboriú,DESKTOP,0,1,0.0,7.0
2026-02-05,sephora balneário camboriú,MOBILE,0,4,0.0,7.25
2026-02-05,sephora balneário shopping,MOBILE,0,2,0.0,7.5
2026-02-05,sephora brasil camboriu,DESKTOP,0,1,0.0,8.0
2026-02-05,sephora brasil camboriu,MOBILE,0,2,0.0,8.0
2026-02-05,sephora camboriu,MOBILE,0,4,0.0,5.75
2026-02-05,shoping nacoes,MOBILE,0,1,0.0,8.0
2026-02-05,shopping balneario,DESKTOP,0,2,0.0,5.5
2026-02-05,shopping balneario,MOBILE,0,4,0.0,9.75
2026-02-05,shopping balneario camboriu,DESKTOP,0,2,0.0,7.5
2026-02-05,shopping balneario camboriu,MOBILE,0,43,0.0,7.953488372093023
2026-02-05,shopping balneario camboriu,TABLET,0,3,0.0,9.0
2026-02-05,shopping balneario camburiu,DESKTOP,0,1,0.0,7.0
2026-02-05,shopping balneario piçarras,MOBILE,0,1,0.0,12.0
2026-02-05,shopping balneário,MOBILE,0,7,0.0,7.0
2026-02-05,shopping balneário camboriú,DESKTOP,0,7,0.0,8.0
2026-02-05,shopping balneário camboriú,MOBILE,0,47,0.0,7.574468085106383
2026-02-05,shopping balneário camboriú estacionamento,MOBILE,0,1,0.0,1.0
2026-02-05,shopping balneário camboriú sephora,MOBILE,0,1,0.0,13.0
2026-02-05,shopping balneário lojas,MOBILE,0,1,0.0,13.0
2026-02-05,shopping bc,MOBILE,0,6,0.0,7.166666666666667
2026-02-05,shopping blumenau,DESKTOP,0,2,0.0,9.0
2026-02-05,shopping blumenau,MOBILE,0,10,0.0,8.5
2026-02-05,shopping blumenau neumarkt,MOBILE,0,4,0.0,5.0
2026-02-05,shopping camboriu,MOBILE,0,1,0.0,10.0
2026-02-05,shopping camboriú sc,MOBILE,0,1,0.0,7.0
2026-02-05,shopping centers,DESKTOP,0,9,0.0,13.222222222222221
2026-02-05,shopping centro blumenau,MOBILE,0,1,0.0,8.0
2026-02-05,shopping continental florianópolis,MOBILE,0,1,0.0,7.0
2026-02-05,shopping continente,DESKTOP,0,11,0.0,7.0
2026-02-05,shopping continente,MOBILE,0,22,0.0,6.681818181818182
2026-02-05,shopping continente estacionamento,MOBILE,0,2,0.0,1.0
2026-02-05,shopping continente estacionamento gratuito,MOBILE,0,1,0.0,1.0
2026-02-05,shopping continente florianópolis,MOBILE,0,1,0.0,7.0
2026-02-05,shopping continente park,DESKTOP,0,1,0.0,5.0
2026-02-05,shopping continente park,MOBILE,0,1,0.0,6.0
2026-02-05,shopping continente praça de alimentação,DESKTOP,0,1,0.0,5.0
2026-02-05,shopping continente restaurantes,DESKTOP,0,1,0.0,9.0
2026-02-05,shopping continente sao jose,DESKTOP,0,1,0.0,3.0
2026-02-05,shopping continente são josé,DESKTOP,0,1,0.0,8.0
2026-02-05,shopping continente são josé,MOBILE,0,1,0.0,6.0
2026-02-05,shopping criciuma nações,MOBILE,0,2,0.0,8.0
2026-02-05,shopping das nações,DESKTOP,0,3,0.0,6.666666666666667
2026-02-05,shopping das nações,MOBILE,0,7,0.0,5.0
2026-02-05,shopping das nações criciuma,MOBILE,0,1,0.0,4.0
2026-02-05,shopping de balneário camboriú,MOBILE,0,5,0.0,9.8
2026-02-05,shopping de blumenau,DESKTOP,0,2,0.0,9.0
2026-02-05,shopping de camboriu,MOBILE,0,5,0.0,6.6
2026-02-05,shopping de joinville,MOBILE,0,2,0.0,10.5
2026-02-05,shopping de santa catarina,MOBILE,0,1,0.0,10.0
2026-02-05,shopping discounts,MOBILE,0,1,0.0,74.0
2026-02-05,shopping em balneario,DESKTOP,0,1,0.0,22.0
2026-02-05,shopping em balneario camboriu,MOBILE,0,1,0.0,12.0
2026-02-05,shopping em balneário camboriú,DESKTOP,0,1,0.0,10.0
2026-02-05,shopping em balneário camboriú,MOBILE,0,3,0.0,11.333333333333334
2026-02-05,shopping em blumenau,MOBILE,0,1,0.0,9.0
2026-02-05,shopping em blumenau sc,MOBILE,0,1,0.0,9.0
2026-02-05,shopping em camboriú,MOBILE,0,1,0.0,12.0
2026-02-05,shopping em joinville,DESKTOP,0,1,0.0,6.0
2026-02-05,shopping em joinville,MOBILE,0,9,0.0,9.222222222222221
2026-02-05,shopping em joinville sc,MOBILE,0,4,0.0,10.0
2026-02-05,shopping em santa catarina,MOBILE,0,1,0.0,5.0
2026-02-05,shopping em.blumenau,MOBILE,0,1,0.0,10.0
2026-02-05,shopping en balneario camboriu,MOBILE,0,1,0.0,8.0
2026-02-05,shopping en camboriu,MOBILE,0,1,0.0,19.0
2026-02-05,shopping florianopolis,MOBILE,0,1,0.0,11.0
2026-02-05,shopping florianopolis continente,MOBILE,0,3,0.0,4.333333333333334
2026-02-05,shopping garden joinville,DESKTOP,0,1,0.0,6.0
2026-02-05,shopping garten,DESKTOP,0,21,0.0,4.380952380952381
2026-02-05,shopping garten,MOBILE,0,61,0.0,5.918032786885246
2026-02-05,shopping garten em joinville,DESKTOP,0,3,0.0,31.333333333333332
2026-02-05,shopping garten estacionamento,MOBILE,0,2,0.0,1.0
2026-02-05,shopping garten joinville,DESKTOP,0,5,0.0,6.0
2026-02-05,shopping garten joinville,MOBILE,0,13,0.0,6.6923076923076925
2026-02-05,shopping joinville,DESKTOP,0,3,0.0,8.333333333333332
2026-02-05,shopping joinville,MOBILE,0,14,0.0,10.428571428571429
2026-02-05,shopping joinville garten,DESKTOP,0,2,0.0,6.0
2026-02-05,shopping joinville garten,MOBILE,0,2,0.0,6.5
2026-02-05,shopping joinville sc,DESKTOP,0,1,0.0,11.0
2026-02-05,shopping joinville sc,MOBILE,0,3,0.0,10.666666666666666
2026-02-05,shopping mais grande de florianopolis,MOBILE,0,1,0.0,11.0
2026-02-05,shopping mall balneario camboriu,MOBILE,0,1,0.0,8.0
2026-02-05,shopping nacoes,MOBILE,0,5,0.0,6.4
2026-02-05,shopping nações,DESKTOP,0,4,0.0,7.0
2026-02-05,shopping nações,MOBILE,0,9,0.0,7.888888888888889
2026-02-05,shopping nações criciuma,DESKTOP,0,1,0.0,6.0
2026-02-05,shopping nações criciúma,DESKTOP,0,1,0.0,12.0
2026-02-05,shopping nações criciúma,MOBILE,0,3,0.0,6.333333333333333
2026-02-05,shopping nações unidas,DESKTOP,0,1,0.0,10.0
2026-02-05,shopping nações unidas,MOBILE,0,1,0.0,21.0
2026-02-05,shopping neumarkt,DESKTOP,0,11,0.0,8.181818181818182
2026-02-05,shopping neumarkt,MOBILE,0,12,0.0,7.583333333333333
2026-02-05,shopping neumarkt blumenau,DESKTOP,0,2,0.0,5.0
2026-02-05,shopping neumarkt blumenau,MOBILE,0,8,0.0,5.875
2026-02-05,shopping neumarkt lojas,DESKTOP,0,2,0.0,6.5
2026-02-05,shopping new market blumenau,MOBILE,0,2,0.0,6.0
2026-02-05,shopping newmarketing,MOBILE,0,7,0.0,5.714285714285714
2026-02-05,shopping newmarkt,MOBILE,0,1,0.0,6.0
2026-02-05,shopping norte blumenau,DESKTOP,0,4,0.0,6.75
2026-02-05,shopping norte lojas,DESKTOP,0,1,0.0,3.0
2026-02-05,shopping santa ursula,MOBILE,0,1,0.0,11.0
2026-02-05,shopping santa ursula ribeirão preto,DESKTOP,0,1,0.0,7.0
2026-02-05,shopping santa úrsula,MOBILE,0,1,0.0,19.0
2026-02-05,shopping sao jose florianopolis,MOBILE,0,1,0.0,7.0
2026-02-05,shopping sao jose sc,DESKTOP,0,1,0.0,11.0
2026-02-05,shopping tem dono,MOBILE,0,1,0.0,5.0
2026-02-05,shoppings,DESKTOP,0,1,0.0,4.0
2026-02-05,shoppings,MOBILE,0,2,0.0,10.5
2026-02-05,shoppings balneario camboriu,DESKTOP,0,1,0.0,11.0
2026-02-05,shoppings balneário camboriú,MOBILE,0,1,0.0,20.0
2026-02-05,shoppings centers,DESKTOP,0,1,0.0,11.0
2026-02-05,shoppings de balneário camboriú,MOBILE,0,1,0.0,16.0
2026-02-05,shoppings de joinville,MOBILE,0,1,0.0,10.0
2026-02-05,shoppings de santa catarina,DESKTOP,0,2,0.0,49.0
2026-02-05,shoppings em balneário camboriú,DESKTOP,0,2,0.0,10.5
2026-02-05,shoppings em balneário camboriú,MOBILE,0,1,0.0,7.0
2026-02-05,shoppings em blumenau,MOBILE,0,2,0.0,11.5
2026-02-05,shoppings em joinville,MOBILE,0,1,0.0,5.0
2026-02-05,shoppings em santa catarina,MOBILE,0,1,0.0,5.0
2026-02-05,shoppings florianópolis,MOBILE,0,1,0.0,15.0
2026-02-05,shoppings joinville,MOBILE,0,1,0.0,11.0
2026-02-05,simple organic balneário camboriú,MOBILE,0,1,0.0,10.0
2026-02-05,sixty cars,DESKTOP,0,1,0.0,48.0
2026-02-05,spoleto blumenau,DESKTOP,0,1,0.0,10.0
2026-02-05,spoleto joinville,MOBILE,0,4,0.0,9.0
2026-02-05,spoleto lojas,MOBILE,0,1,0.0,10.0
2026-02-05,spoletto,DESKTOP,0,1,0.0,8.0
2026-02-05,spot balneario camboriu,DESKTOP,0,2,0.0,9.5
2026-02-05,summer vibes sephora,MOBILE,0,1,0.0,7.0
2026-02-05,suthentic feet,DESKTOP,0,2,0.0,8.5
2026-02-05,suthentic feet,MOBILE,0,1,0.0,4.0
2026-02-05,taco bell,DESKTOP,0,1,0.0,6.0
2026-02-05,taco bell,MOBILE,0,1,0.0,5.0
2026-02-05,telefone almeida,MOBILE,0,1,0.0,10.0
2026-02-05,telefone shopping neumarkt blumenau,MOBILE,0,1,0.0,5.0
2026-02-05,tem zara em balneario camboriu,MOBILE,0,1,0.0,11.0
2026-02-05,the spot one,MOBILE,0,1,0.0,7.0
2026-02-05,tigor,MOBILE,0,2,0.0,6.0
2026-02-05,tim balneario shopping,MOBILE,0,1,0.0,11.0
2026-02-05,tim balneário shopping,MOBILE,0,2,0.0,12.0
2026-02-05,tirar passaporte em joinville,MOBILE,0,2,0.0,14.0
2026-02-05,tirar passaporte joinville,MOBILE,0,1,0.0,1.0
2026-02-05,unidade da polícia federal mais próxima,MOBILE,0,1,0.0,1.0
2026-02-05,unidade de polícia de imigração - pep garten shopping bom retiro,MOBILE,0,8,0.0,7.0
2026-02-05,unidade de polícia de imigração - pep garten shopping fotos,MOBILE,0,1,0.0,6.0
2026-02-05,uza,MOBILE,0,1,0.0,1.0
2026-02-05,uzá,DESKTOP,0,1,0.0,1.0
2026-02-05,valor do estacionamento shopping balneário camboriú,MOBILE,0,1,0.0,9.0
2026-02-05,valor estacionamento balneário shopping,MOBILE,0,3,0.0,9.0
2026-02-05,valor estacionamento shopping continente,MOBILE,0,1,0.0,10.0
2026-02-05,valor estacionamento shopping garten joinville,MOBILE,0,1,0.0,14.0
2026-02-05,valor estacionamento shopping neumarkt,MOBILE,0,1,0.0,11.0
2026-02-05,vans balneario shopping,MOBILE,0,1,0.0,6.0
2026-02-05,vans balneário camboriú,MOBILE,0,3,0.0,7.666666666666667
2026-02-05,vans blumenau,MOBILE,0,2,0.0,6.5
2026-02-05,vans camboriu,MOBILE,0,2,0.0,6.0
2026-02-05,vans loja,MOBILE,0,16,0.0,7.8125
2026-02-05,vans store balneário camboriú,MOBILE,0,2,0.0,6.0
2026-02-05,vans store estados,MOBILE,0,1,0.0,12.0
2026-02-05,vans store fotos,MOBILE,0,1,0.0,7.0
2026-02-05,vest center,MOBILE,0,1,0.0,8.0
2026-02-05,vivara nações shopping,MOBILE,0,1,0.0,12.0
2026-02-05,zapalla loja,MOBILE,0,1,0.0,13.0
2026-02-05,zara balneario,DESKTOP,0,1,0.0,9.0
2026-02-05,zara balneario,MOBILE,0,1,0.0,22.0
2026-02-05,zara balneario shopping,MOBILE,0,1,0.0,12.0
2026-02-05,zara balneário shopping,MOBILE,0,1,0.0,13.0
2026-02-05,zara em balneario,DESKTOP,0,1,0.0,11.0
2026-02-05,zara em balneario,MOBILE,0,1,0.0,14.0
2026-02-05,zee dog loja física,MOBILE,0,1,0.0,12.0
2026-02-05,ótica diniz,DESKTOP,0,6,0.0,10.5
2026-02-05,ótica diniz,MOBILE,0,4,0.0,11.0
2026-02-05,óticas diniz,DESKTOP,0,30,0.0,10.566666666666666
2026-02-05,óticas diniz,MOBILE,0,1,0.0,12.0
2026-02-06,"""garten shopping"" joinville",DESKTOP,0,12,0.0,5.583333333333333
2026-02-06,"""garten shopping"" joinville",TABLET,0,1,0.0,7.0
2026-02-06,01452-000,DESKTOP,0,1,0.0,12.0
2026-02-06,a marca salinas é brasileira,DESKTOP,0,1,0.0,10.0
2026-02-06,a marca schutz é brasileira,MOBILE,0,1,0.0,1.0
2026-02-06,academia continente shopping,MOBILE,0,4,0.0,5.0
2026-02-06,academia no shopping continente,MOBILE,0,1,0.0,5.0
2026-02-06,academia pro quality,MOBILE,0,2,0.0,8.5
2026-02-06,academia shopping continente,DESKTOP,0,1,0.0,3.0
2026-02-06,academia shopping continente,MOBILE,0,2,0.0,8.0
2026-02-06,administradora de shopping centers,DESKTOP,0,1,0.0,18.0
2026-02-06,administradora de shoppings,DESKTOP,0,1,0.0,17.0
2026-02-06,administradora de shoppings em porto alegre,DESKTOP,0,1,0.0,15.0
2026-02-06,aj malls shoppings e merchandising s.a,MOBILE,0,1,0.0,2.0
2026-02-06,aj malls shoppings e merchandising s.a.,MOBILE,0,1,0.0,2.0
2026-02-06,aj realty,DESKTOP,0,1,0.0,2.0
2026-02-06,aj],DESKTOP,0,1,0.0,2.0
2026-02-06,ajfans,MOBILE,0,3,0.0,1.0
2026-02-06,ajfans app,MOBILE,0,1,0.0,2.0
2026-02-06,ajlog,MOBILE,0,1,0.0,12.0
2026-02-06,aldo shoes brasil,MOBILE,0,1,0.0,1.0
2026-02-06,alessandra atriz,DESKTOP,0,1,0.0,11.0
2026-02-06,almeida,DESKTOP,0,6,0.0,7.666666666666667
2026-02-06,almeida,MOBILE,0,19,0.0,5.0
2026-02-06,almeida company,MOBILE,0,1,0.0,1.0
2026-02-06,almeida empreendimentos,MOBILE,0,1,0.0,4.0
2026-02-06,almeida jr,MOBILE,0,3,0.0,2.666666666666667
2026-02-06,almeida jr shopping,MOBILE,0,1,0.0,1.0
2026-02-06,almeida junior shoppings,MOBILE,0,1,0.0,1.0
2026-02-06,almeida junior trabalhe conosco,MOBILE,0,1,0.0,2.0
2026-02-06,almeida junior vagas,MOBILE,0,1,0.0,3.0
2026-02-06,almeida júnior,DESKTOP,0,5,0.0,2.6
2026-02-06,almeida júnior,MOBILE,0,11,0.0,6.0
2026-02-06,almeida official website,DESKTOP,0,1,0.0,8.0
2026-02-06,almeida planilhas,DESKTOP,0,1,0.0,12.0
2026-02-06,almeida planilhas,MOBILE,0,2,0.0,8.5
2026-02-06,app ajfans,DESKTOP,0,1,0.0,4.0
2026-02-06,arena aj,MOBILE,0,1,0.0,7.0
2026-02-06,arena.aj,MOBILE,0,1,0.0,6.0
2026-02-06,artwalk,DESKTOP,0,1,0.0,9.0
2026-02-06,artwalk,MOBILE,0,30,0.0,10.133333333333333
2026-02-06,artwalk,TABLET,0,1,0.0,11.0
2026-02-06,artwalk interlagos,MOBILE,0,2,0.0,9.5
2026-02-06,artwalk lojas,MOBILE,0,5,0.0,11.0
2026-02-06,artwalk shopping interlagos,MOBILE,0,1,0.0,11.0
2026-02-06,artwalker,MOBILE,0,1,0.0,7.0
2026-02-06,autentic feer,MOBILE,0,1,0.0,3.0
2026-02-06,autentic feet,MOBILE,0,1,0.0,5.0
2026-02-06,authentic fee,DESKTOP,0,1,0.0,10.0
2026-02-06,authentic feer,MOBILE,0,1,0.0,9.0
2026-02-06,authentic feet,DESKTOP,0,11,0.0,9.727272727272727
2026-02-06,authentic feet,MOBILE,0,8,0.0,6.0
2026-02-06,authentic feet balneário shopping,MOBILE,0,2,0.0,9.5
2026-02-06,authentic feet barra shopping,MOBILE,0,3,0.0,12.666666666666666
2026-02-06,authentic feet lojas,MOBILE,0,1,0.0,94.0
2026-02-06,authentic feet porto alegre,MOBILE,0,1,0.0,11.0
2026-02-06,authenticfeet,DESKTOP,0,3,0.0,9.0
2026-02-06,av brigadeiro faria lima 2277,MOBILE,0,1,0.0,12.0
2026-02-06,"av. brig. faria lima, 2277",DESKTOP,0,2,0.0,9.0
2026-02-06,"av. brigadeiro faria lima, 2277",DESKTOP,0,3,0.0,5.333333333333333
2026-02-06,avaliações sobre unidade de polícia de imigração - pep garten shopping bom retiro,MOBILE,0,2,0.0,6.0
2026-02-06,avatim balneario,DESKTOP,0,2,0.0,10.0
2026-02-06,avatim shopping neumarkt,DESKTOP,0,1,0.0,11.0
2026-02-06,avenida almeida junior,MOBILE,0,1,0.0,6.0
2026-02-06,avenida almeida júnior,MOBILE,0,2,0.0,5.5
2026-02-06,avenida brigadeiro faria lima 2277,DESKTOP,0,2,0.0,9.0
2026-02-06,avenida brigadeiro faria lima 2277,MOBILE,0,1,0.0,11.0
2026-02-06,bailinhos de carnaval,DESKTOP,0,1,0.0,2.0
2026-02-06,balneario camboriu shopping,DESKTOP,0,3,0.0,9.333333333333334
2026-02-06,balneario camboriu shopping,MOBILE,0,1,0.0,14.0
2026-02-06,balneario loja,DESKTOP,0,1,0.0,8.0
2026-02-06,balneario shopping,DESKTOP,0,8,0.0,10.125
2026-02-06,balneario shopping,MOBILE,0,3,0.0,10.666666666666666
2026-02-06,balneario shopping estacionamento,MOBILE,0,2,0.0,5.5
2026-02-06,balneario shopping mall,DESKTOP,0,2,0.0,9.0
2026-02-06,balneario shopping mall,MOBILE,0,1,0.0,9.0
2026-02-06,balneario shopping mall fotos,MOBILE,0,6,0.0,4.5
2026-02-06,balneario shopping valor estacionamento,DESKTOP,0,1,0.0,9.0
2026-02-06,balneario shopping valor estacionamento,MOBILE,0,2,0.0,10.5
2026-02-06,balneário camboriú shopping,DESKTOP,0,1,0.0,3.0
2026-02-06,balneário camboriú shopping,MOBILE,0,5,0.0,10.6
2026-02-06,balneário camboriú shopping,TABLET,0,1,0.0,12.0
2026-02-06,balneário camboriú shopping lojas,MOBILE,0,1,0.0,10.0
2026-02-06,balneário camboriú tem shopping,DESKTOP,0,1,0.0,10.0
2026-02-06,balneário shopping,DESKTOP,0,13,0.0,22.53846153846154
2026-02-06,balneário shopping,MOBILE,0,1,0.0,4.0
2026-02-06,balneário shopping fotos,MOBILE,0,17,0.0,5.411764705882353
2026-02-06,bb basico lojas,MOBILE,0,3,0.0,12.0
2026-02-06,bc shopping,DESKTOP,0,2,0.0,6.0
2026-02-06,be mall,DESKTOP,0,1,0.0,5.0
2026-02-06,be mall,MOBILE,0,1,0.0,7.0
2026-02-06,bebe basico lojas,MOBILE,0,5,0.0,8.0
2026-02-06,bell mall,MOBILE,0,1,0.0,10.0
2026-02-06,bemall,DESKTOP,0,2,0.0,3.5
2026-02-06,bemall,MOBILE,0,2,0.0,4.0
2026-02-06,bemall login,DESKTOP,0,1,0.0,3.0
2026-02-06,bio mundo barra shopping,MOBILE,0,1,0.0,9.0
2026-02-06,biomundo barra shopping,MOBILE,0,1,0.0,11.0
2026-02-06,biomundo center norte,MOBILE,0,2,0.0,7.5
2026-02-06,biscoife,MOBILE,0,1,0.0,8.0
2026-02-06,biscoite a biscoiteria,MOBILE,0,2,0.0,4.0
2026-02-06,biscoitê,DESKTOP,0,9,0.0,10.0
2026-02-06,biscoitê,MOBILE,0,41,0.0,8.414634146341463
2026-02-06,biscoitê a biscoiteria,MOBILE,0,2,0.0,5.5
2026-02-06,biscoitê lojas,DESKTOP,0,1,0.0,17.0
2026-02-06,blue building detectives,MOBILE,0,1,0.0,1.0
2026-02-06,blumenau neumarkt,DESKTOP,0,1,0.0,6.0
2026-02-06,blumenau shopping,DESKTOP,0,1,0.0,9.0
2026-02-06,blumenau shopping neumarkt,MOBILE,0,1,0.0,7.0
2026-02-06,boali,DESKTOP,0,12,0.0,6.166666666666667
2026-02-06,boali,MOBILE,0,82,0.0,6.609756097560975
2026-02-06,boali alimentação saudável,MOBILE,0,10,0.0,5.6
2026-02-06,boali braz leme,MOBILE,0,1,0.0,1.0
2026-02-06,boali franquia,MOBILE,0,1,0.0,7.0
2026-02-06,boali restaurante,MOBILE,0,7,0.0,8.142857142857142
2026-02-06,boutique do pao,DESKTOP,0,1,0.0,13.0
2026-02-06,boutique do pao,MOBILE,0,2,0.0,10.5
2026-02-06,boutique do pao de lo,DESKTOP,0,8,0.0,8.5
2026-02-06,boutique do pao de lo,MOBILE,0,21,0.0,9.333333333333334
2026-02-06,boutique do pao de lo bc,MOBILE,0,1,0.0,11.0
2026-02-06,boutique do pão,MOBILE,0,1,0.0,9.0
2026-02-06,boutique do pão de ló,DESKTOP,0,3,0.0,11.0
2026-02-06,boutique do pão de ló bal camb-sc fotos,MOBILE,0,1,0.0,4.0
2026-02-06,boutique do pão de ló bc,DESKTOP,0,1,0.0,8.0
2026-02-06,boutique pao de lo,DESKTOP,0,2,0.0,9.0
2026-02-06,boutique pao de lo,MOBILE,0,4,0.0,9.25
2026-02-06,boutique pao de lo balneario,DESKTOP,0,2,0.0,7.5
2026-02-06,boutique pao de lo balneario,MOBILE,0,1,0.0,9.0
2026-02-06,boutique pao de lo bc,MOBILE,0,1,0.0,9.0
2026-02-06,boutique pão de lo,MOBILE,0,1,0.0,10.0
2026-02-06,boutique pão de ló,MOBILE,0,1,0.0,10.0
2026-02-06,brasil cacau norte shopping,MOBILE,0,2,0.0,13.0
2026-02-06,brigaderia,DESKTOP,0,3,0.0,8.0
2026-02-06,brigaderia,MOBILE,0,12,0.0,7.583333333333333
2026-02-06,bscoitê,DESKTOP,0,2,0.0,11.5
2026-02-06,bscoitê,MOBILE,0,1,0.0,7.0
2026-02-06,c&a lojas,DESKTOP,0,1,0.0,7.0
2026-02-06,c&a neumarkt,MOBILE,0,1,0.0,12.0
2026-02-06,c&a shopping neumarkt,MOBILE,0,1,0.0,1.0
2026-02-06,cacau noir,DESKTOP,0,1,0.0,8.0
2026-02-06,cacau noir,MOBILE,0,14,0.0,6.071428571428571
2026-02-06,calvin klein balneario camboriu,MOBILE,0,1,0.0,12.0
2026-02-06,camboriu shopping,MOBILE,0,1,0.0,11.0
2026-02-06,carol trentini,DESKTOP,0,2,0.0,12.5
2026-02-06,carol trentini,MOBILE,0,2,0.0,14.0
2026-02-06,casa das cuecas,DESKTOP,0,1,0.0,26.0
2026-02-06,casa das cuecas,MOBILE,0,1,0.0,21.0
2026-02-06,casa das cuecas oscar freire,MOBILE,0,2,0.0,10.5
2026-02-06,casa das cuecas shopping,MOBILE,0,1,0.0,1.0
2026-02-06,casas bauducco,DESKTOP,0,1,0.0,12.0
2026-02-06,cecconello loja fisica,MOBILE,0,1,0.0,9.0
2026-02-06,centauro blumenau shopping neumarkt,MOBILE,0,1,0.0,3.0
2026-02-06,centauro continente,DESKTOP,0,1,0.0,10.0
2026-02-06,centauro continente shopping,MOBILE,0,1,0.0,9.0
2026-02-06,centauro nações shopping,DESKTOP,0,1,0.0,18.0
2026-02-06,centauro norte shopping qual piso,MOBILE,0,1,0.0,1.0
2026-02-06,centauro shopping continente,MOBILE,0,3,0.0,11.333333333333334
2026-02-06,centers,MOBILE,0,1,0.0,8.0
2026-02-06,chilli beans neumarkt,DESKTOP,0,1,0.0,8.0
2026-02-06,chilli beans neumarkt,MOBILE,0,1,0.0,13.0
2026-02-06,cia maritima bh,DESKTOP,0,2,0.0,41.0
